Transaction_ID,Card_Type,Merchant_Category,Transaction_Amount,Transaction_DateTime,Location,Region,Cardholder_Age,Cardholder_Gender,Cardholder_Monthly_Income,Cardholder_Average_Spend,Credit_Limit,Device_Type,Day_of_Week,Is_Fraudulent
V919TH34,Mastercard,Online Shopping,117534.0,2020-10-14 07:20:31,Kochi,South,61.0,Male,200623.0,114685.98,150000.0,Contactless Payment Device,Wednesday,No
K289WX98,Mastercard,Retail,43271.0,2020-10-14 07:21:55,Pune,West,49.0,Female,39188.0,37817.19,50000.0,Unknown,Wednesday,Yes
D317CU31,Mastercard,Dining,44093.0,2020-10-14 09:22:48,Hyderabad,South,52.0,Female,58398.0,20796.56,50000.0,Contactless Payment Device,Wednesday,No
P319NU70,RuPay,Online Shopping,86810.0,2020-10-14 18:12:56,Pune,West,56.0,,119741.0,78479.54,100000.0,Contactless Payment Device,Wednesday,No
P336ZJ59,Mastercard,Retail,94326.0,2020-10-14 19:45:09,Surat,West,30.0,Female,272673.0,125586.01,200000.0,Contactless Payment Device,Wednesday,No
A886HH91,Visa,Online Shopping,89308.0,2020-10-15 00:28:39,Ahmedabad,West,29.0,Female,,45467.83,100000.0,Unknown,Thursday,Yes
K909SF26,American Express,Retail,35426.0,2020-10-15 03:22:03,Hyderabad,South,57.0,Male,163209.0,36024.14,150000.0,Unknown,Thursday,Yes
K504JH63,Mastercard,Transportation,43706.0,2020-10-15 04:58:12,Kochi,South,28.0,Female,58004.0,18330.35,50000.0,Mobile,Thursday,No
V478BF59,American Express,Online Shopping,87680.0,2020-10-15 21:59:29,Surat,West,66.0,Male,177474.0,120114.09,150000.0,Mobile,Thursday,No
X934OC37,Visa,Online Shopping,195606.0,2020-10-16 05:32:31,Patna,East,51.0,Female,299815.0,195793.23,200000.0,Point-of-Sale Terminal,Friday,No
A782SY40,American Express,Entertainment,35264.0,2020-10-16 06:30:22,Delhi,North,77.0,Male,,43928.61,100000.0,Contactless Payment Device,Friday,Yes
Q544II41,RuPay,Online Shopping,96652.0,2020-10-16 12:30:58,Mumbai,West,63.0,Female,171815.0,100252.91,150000.0,Desktop,Friday,Yes
O390IY96,RuPay,Online Shopping,103587.0,2020-10-16 19:31:46,Hyderabad,South,35.0,Female,195393.0,142997.99,200000.0,Point-of-Sale Terminal,Friday,Yes
Y719OU98,Mastercard,Transportation,42898.0,2020-10-17 03:49:14,Kolkata,East,19.0,Male,48627.0,49616.24,50000.0,Desktop,Saturday,Yes
K385ME28,Visa,Retail,37644.0,2020-10-17 07:29:10,Kochi,South,28.0,Male,248982.0,,200000.0,Contactless Payment Device,Saturday,Yes
X291IK19,Mastercard,Online Shopping,78165.0,2020-10-17 12:15:39,Mumbai,West,45.0,Female,,54657.1,100000.0,Point-of-Sale Terminal,Saturday,No
S723KT62,Visa,Education,27124.0,2020-10-17 16:09:54,Ahmedabad,West,64.0,Female,,30995.43,100000.0,Point-of-Sale Terminal,Saturday,No
H260PQ56,Visa,Healthcare,33368.0,2020-10-18 04:58:36,Mumbai,West,25.0,Male,44504.0,44638.26,50000.0,Point-of-Sale Terminal,Sunday,No
B692EN65,Mastercard,Retail,47405.0,2020-10-18 09:10:03,Ahmedabad,West,21.0,Male,49189.0,44717.74,50000.0,Mobile,Sunday,No
E134MO19,Visa,Utility bill,44177.0,2020-10-18 13:10:58,Kolkata,East,43.0,Male,37911.0,33987.76,50000.0,Point-of-Sale Terminal,Sunday,Yes
F820WS97,Mastercard,Dining,27014.0,2020-10-18 21:44:51,Kochi,South,53.0,Male,84012.0,20650.23,100000.0,Point-of-Sale Terminal,Sunday,No
F148XE80,Visa,Dining,49464.0,2020-10-19 00:31:00,Chennai,South,38.0,Female,41659.0,39870.21,50000.0,Desktop,Monday,No
B415EG87,Visa,Online Shopping,107870.0,2020-10-19 00:49:51,Chennai,South,39.0,Female,172779.0,58587.22,150000.0,Desktop,Monday,No
D299CL57,Visa,Online Shopping,25561.0,2020-10-19 02:31:21,Patna,East,74.0,Male,59497.0,12506.51,50000.0,Mobile,Monday,Yes
S334ML56,Mastercard,Utility bill,30618.0,2020-10-19 04:35:56,Mumbai,West,38.0,Male,172583.0,26776.86,150000.0,Point-of-Sale Terminal,Monday,No
T563GJ14,Visa,Dining,161361.0,2020-10-19 20:20:19,Pune,West,43.0,Female,268814.0,176823.99,200000.0,Unknown,Monday,No
N179WH55,American Express,Education,58983.0,2020-10-20 01:33:41,Jaipur,North,70.0,Female,101989.0,69646.41,100000.0,Point-of-Sale Terminal,Tuesday,No
T200IW86,Visa,Utility bill,163589.0,2020-10-20 14:22:48,Mumbai,West,50.0,Female,148455.0,142156.77,200000.0,Desktop,Tuesday,No
Y645QP85,American Express,Online Shopping,197027.0,2020-10-20 14:42:47,Surat,West,50.0,Male,289501.0,192106.34,200000.0,Contactless Payment Device,Tuesday,No
P463XV46,Visa,Healthcare,63365.0,2020-10-21 09:57:59,Mumbai,West,,Female,98590.0,,100000.0,Contactless Payment Device,Wednesday,No
Z141EM18,Visa,Retail,95818.0,2020-10-21 14:31:28,Bengaluru,South,26.0,Male,91531.0,70264.38,100000.0,Point-of-Sale Terminal,Wednesday,No
E989FQ49,Visa,Healthcare,41734.0,2020-10-21 14:40:18,Bengaluru,South,53.0,Female,177580.0,20549.57,150000.0,Desktop,Wednesday,No
J950ZI55,Mastercard,Retail,108254.0,2020-10-22 05:56:38,Mumbai,West,59.0,Female,188208.0,64176.35,150000.0,Contactless Payment Device,Thursday,Yes
N548ZQ33,Visa,Healthcare,35087.0,2020-10-22 20:17:31,Patna,East,50.0,Male,108729.0,32227.23,100000.0,Unknown,Thursday,No
J158CU97,Visa,Entertainment,122398.0,2020-10-22 20:42:19,Mumbai,West,53.0,Male,113177.0,99292.61,150000.0,Contactless Payment Device,Thursday,Yes
I154RE53,Mastercard,,28849.0,2020-10-22 22:16:08,Lucknow,North,61.0,Female,38938.0,15793.41,50000.0,Desktop,Thursday,No
V477ZP68,Mastercard,Transportation,107460.0,2020-10-23 05:49:08,Bengaluru,South,64.0,Male,228082.0,122019.15,200000.0,Mobile,Friday,No
Z427AM91,Mastercard,Dining,83446.0,2020-10-23 07:17:59,Pune,West,77.0,Female,76447.0,61221.07,100000.0,Contactless Payment Device,Friday,No
C332AH67,Visa,Entertainment,54677.0,2020-10-23 18:45:40,Surat,West,33.0,Male,111212.0,70580.22,150000.0,Unknown,Friday,Yes
M854TR93,American Express,Dining,45455.0,2020-10-25 20:58:28,Hyderabad,South,34.0,Male,,40263.16,50000.0,Contactless Payment Device,Sunday,No
L739UR36,Mastercard,Retail,99229.0,2020-10-25 21:37:34,Kolkata,East,47.0,Female,115310.0,45502.98,150000.0,Mobile,Sunday,Yes
N283AJ90,American Express,Retail,61345.0,2020-10-26 04:40:15,Bengaluru,South,40.0,Male,264576.0,53040.55,200000.0,Mobile,Monday,Yes
V625LJ14,RuPay,Utility bill,35091.0,2020-10-26 12:22:49,Delhi,North,49.0,Male,38718.0,36280.28,50000.0,Desktop,Monday,Yes
L712SX64,Mastercard,Transportation,43447.0,2020-10-27 17:00:10,Lucknow,North,75.0,Male,145877.0,52818.23,100000.0,Point-of-Sale Terminal,Tuesday,No
J958GR82,Visa,Entertainment,107158.0,2020-10-27 20:37:09,Patna,East,50.0,Female,184310.0,51117.23,200000.0,Contactless Payment Device,Tuesday,No
O271FX31,Visa,Online Shopping,76575.0,2020-10-27 23:11:23,Surat,West,43.0,Female,,60533.78,100000.0,Desktop,Tuesday,Yes
T342TW84,Visa,Retail,75226.0,2020-10-28 06:41:27,Kochi,South,43.0,Male,205529.0,48026.06,150000.0,Contactless Payment Device,Wednesday,No
W729FS66,Visa,Transportation,81360.0,2020-10-28 12:03:09,Ahmedabad,West,62.0,Female,106083.0,52588.11,150000.0,Point-of-Sale Terminal,Wednesday,Yes
Q839LJ43,RuPay,Education,51809.0,2020-10-28 16:23:58,Mumbai,West,19.0,Female,178368.0,49548.65,200000.0,Mobile,Wednesday,No
M376YZ90,RuPay,Education,128235.0,2020-10-29 15:35:06,Ahmedabad,West,68.0,Male,227945.0,168070.31,200000.0,Desktop,Thursday,Yes
I635PQ25,RuPay,Transportation,36226.0,2020-10-29 23:24:13,Surat,West,29.0,Male,80046.0,16229.33,100000.0,Desktop,Thursday,No
D335AJ78,RuPay,Entertainment,36755.0,2020-10-30 06:23:06,Delhi,North,68.0,Male,54017.0,16584.09,50000.0,Mobile,Friday,No
X203XU84,Visa,Transportation,134323.0,2020-10-30 17:16:41,Chennai,South,,Female,152803.0,58089.34,200000.0,Desktop,Friday,Yes
I167KH69,Visa,Online Shopping,27659.0,2020-10-31 04:14:30,Hyderabad,South,52.0,Male,85037.0,21618.6,100000.0,Point-of-Sale Terminal,Saturday,No
O556DB30,Visa,Retail,67680.0,2020-10-31 13:45:52,Patna,East,20.0,Female,169091.0,36252.8,150000.0,Unknown,Saturday,No
G170BT99,Visa,Transportation,173537.0,2020-10-31 15:57:35,Kochi,South,57.0,Male,277301.0,,200000.0,Unknown,Saturday,No
A111PM11,RuPay,Entertainment,31196.0,2020-10-31 22:26:43,Kochi,South,25.0,Female,63000.0,29073.29,50000.0,Desktop,Saturday,No
Q658BS96,American Express,,101960.0,2020-11-01 10:55:13,Kolkata,East,26.0,Female,123951.0,79411.29,150000.0,Mobile,Sunday,No
M551RC76,Mastercard,Healthcare,54287.0,2020-11-01 15:06:13,Pune,West,78.0,Female,,42177.98,150000.0,Mobile,Sunday,No
W634IM89,American Express,Healthcare,60915.0,2020-11-02 00:21:48,Lucknow,North,64.0,Female,168737.0,38411.48,200000.0,Desktop,Monday,Yes
Y228QD17,American Express,Retail,48131.0,2020-11-02 01:40:00,Pune,West,,Male,55528.0,49859.42,50000.0,Unknown,Monday,Yes
W808HO16,RuPay,Retail,70598.0,2020-11-02 09:39:59,Hyderabad,South,22.0,Male,114089.0,40129.23,100000.0,Desktop,Monday,No
B753FZ11,Mastercard,Transportation,166624.0,2020-11-02 13:55:27,Mumbai,West,39.0,Female,276540.0,,200000.0,Desktop,Monday,Yes
H328JS63,Mastercard,Healthcare,48276.0,2020-11-02 14:04:53,Kolkata,East,46.0,Male,198057.0,53155.1,150000.0,Unknown,Monday,No
X212IJ58,RuPay,Online Shopping,41257.0,2020-11-02 19:20:34,Kolkata,East,62.0,,73181.0,43987.53,50000.0,Point-of-Sale Terminal,Monday,No
F118UY81,American Express,Retail,45885.0,2020-11-03 10:27:50,Pune,West,38.0,Female,294166.0,42177.48,200000.0,Mobile,Tuesday,No
F484LC39,RuPay,Online Shopping,45704.0,2020-11-03 19:00:48,Lucknow,North,50.0,,117383.0,26514.58,100000.0,Mobile,Tuesday,No
G256UV37,Visa,Transportation,117167.0,2020-11-03 20:47:51,Bengaluru,South,74.0,Male,155659.0,146367.26,150000.0,Point-of-Sale Terminal,Tuesday,No
R364HJ24,Mastercard,Utility bill,92390.0,2020-11-04 01:51:47,Bengaluru,South,19.0,Male,166794.0,50518.57,150000.0,Mobile,Wednesday,No
Q766WP96,Visa,Dining,90450.0,2020-11-04 09:52:05,Kolkata,East,54.0,Female,140971.0,88151.43,100000.0,Desktop,Wednesday,No
I639EJ68,Mastercard,Online Shopping,41066.0,2020-11-05 00:30:24,Patna,East,49.0,Male,73304.0,49809.79,50000.0,Desktop,Thursday,No
F473PA70,Mastercard,Entertainment,141003.0,2020-11-05 10:30:48,Delhi,North,31.0,Female,283375.0,70900.94,200000.0,Mobile,Thursday,Yes
Q895VA39,American Express,Healthcare,83385.0,2020-11-05 10:53:10,Surat,West,29.0,Female,193805.0,45181.06,200000.0,Mobile,Thursday,Yes
Q514TE86,Mastercard,Online Shopping,41034.0,2020-11-05 13:46:47,Patna,East,65.0,Female,68457.0,42266.66,50000.0,Mobile,Thursday,No
T491NO38,Visa,Healthcare,58208.0,2020-11-05 14:28:17,Jaipur,North,34.0,Male,189482.0,79136.89,150000.0,Desktop,Thursday,No
L520HY82,Visa,Education,127632.0,2020-11-05 20:11:55,Kolkata,East,70.0,,209162.0,114168.81,150000.0,Unknown,Thursday,No
X527FX97,RuPay,Online Shopping,91540.0,2020-11-05 23:51:56,Patna,East,60.0,Female,143271.0,66115.72,200000.0,Contactless Payment Device,Thursday,No
V564HG74,Visa,Retail,65476.0,2020-11-06 01:14:34,Pune,West,79.0,Male,222878.0,29676.83,150000.0,Unknown,Friday,No
I933YG42,Visa,Online Shopping,39592.0,2020-11-06 14:21:46,Pune,West,76.0,Female,62478.0,33226.77,50000.0,Contactless Payment Device,Friday,Yes
B719OV38,Visa,Education,120093.0,2020-11-06 18:45:36,Kolkata,East,33.0,Male,234575.0,138777.96,200000.0,Point-of-Sale Terminal,Friday,No
E134OI41,Mastercard,Online Shopping,156557.0,2020-11-07 00:43:02,Surat,West,,Male,140337.0,144596.13,200000.0,Unknown,Saturday,No
Q833MU28,RuPay,Entertainment,112937.0,2020-11-07 05:16:55,Patna,East,28.0,Female,124768.0,68825.8,150000.0,Contactless Payment Device,Saturday,Yes
A149JA54,Mastercard,Online Shopping,43484.0,2020-11-08 15:05:28,Mumbai,West,54.0,Male,148504.0,51542.93,100000.0,Unknown,Sunday,Yes
C470CK17,Mastercard,Transportation,123725.0,2020-11-08 18:07:40,Kochi,South,60.0,Female,156935.0,80515.64,150000.0,Mobile,Sunday,No
L717II53,Visa,Transportation,43669.0,2020-11-08 19:15:39,Surat,West,19.0,Male,125943.0,39343.09,150000.0,Contactless Payment Device,Sunday,No
V252NH32,Mastercard,Utility bill,87233.0,2020-11-09 01:28:14,Bengaluru,South,73.0,Female,112771.0,56815.52,150000.0,Point-of-Sale Terminal,Monday,No
V497EG23,Mastercard,Transportation,36715.0,2020-11-09 05:21:00,Pune,West,38.0,Male,233497.0,20529.35,200000.0,Unknown,Monday,No
X463SC46,Visa,Dining,139412.0,2020-11-09 13:30:32,Hyderabad,South,78.0,Male,,162190.71,200000.0,Contactless Payment Device,Monday,No
V184PD84,Visa,Dining,26376.0,2020-11-09 17:18:35,Chennai,South,71.0,Male,43894.0,23958.92,50000.0,Unknown,Monday,Yes
A959RO30,Mastercard,Online Shopping,78346.0,2020-11-09 22:41:58,Mumbai,West,58.0,,138698.0,79481.84,100000.0,Contactless Payment Device,Monday,No
F560DR87,Mastercard,Dining,170322.0,2020-11-10 02:17:43,Bengaluru,South,50.0,Male,187022.0,129734.74,200000.0,Mobile,Tuesday,No
X995IF50,American Express,Dining,76030.0,2020-11-10 12:06:26,Chennai,South,47.0,Male,,45692.06,100000.0,Desktop,Tuesday,No
Y275GH53,Visa,Healthcare,80460.0,2020-11-10 19:59:58,Mumbai,West,46.0,Female,119120.0,39574.84,100000.0,Contactless Payment Device,Tuesday,Yes
Q789TC50,RuPay,Education,32534.0,2020-11-10 20:47:58,Bengaluru,South,23.0,Male,37668.0,17865.66,50000.0,Mobile,Tuesday,Yes
C212VZ85,Mastercard,Healthcare,158883.0,2020-11-11 01:22:27,Bengaluru,South,20.0,Male,264249.0,171206.66,200000.0,Point-of-Sale Terminal,Wednesday,No
H406FB42,Mastercard,Retail,80673.0,2020-11-11 02:51:49,Hyderabad,South,18.0,Male,232264.0,53694.95,200000.0,Desktop,Wednesday,No
H980CQ33,Visa,Healthcare,81263.0,2020-11-11 03:32:49,Lucknow,North,33.0,Female,107681.0,60490.13,150000.0,Desktop,Wednesday,No
Z472NC59,Visa,Utility bill,91171.0,2020-11-11 10:14:10,Kolkata,East,75.0,Male,196677.0,36886.83,200000.0,Desktop,Wednesday,No
Z720DU70,Visa,Education,119516.0,2020-11-11 22:13:16,Kochi,South,50.0,Female,204456.0,141769.53,150000.0,Mobile,Wednesday,No
V381UO11,Visa,Retail,30178.0,2020-11-11 23:50:03,Hyderabad,South,68.0,Female,,21612.16,50000.0,Contactless Payment Device,Wednesday,Yes
E397HA21,RuPay,Healthcare,124987.0,2020-11-12 02:47:31,Ahmedabad,West,67.0,Male,201085.0,80075.76,150000.0,Desktop,Thursday,No
C185ZB34,RuPay,Utility bill,59873.0,2020-11-12 03:11:58,Hyderabad,South,42.0,Female,149241.0,71023.34,100000.0,Contactless Payment Device,Thursday,No
C500OD20,Mastercard,Entertainment,39698.0,2020-11-12 07:23:07,Bengaluru,South,38.0,Female,114593.0,55365.3,150000.0,Point-of-Sale Terminal,Thursday,Yes
I578KR28,American Express,Online Shopping,66815.0,2020-11-12 07:42:13,Ahmedabad,West,61.0,Male,133236.0,79682.71,100000.0,Contactless Payment Device,Thursday,No
F628DF28,Visa,Dining,37699.0,2020-11-12 08:20:56,Jaipur,North,65.0,Female,171912.0,26098.65,150000.0,Point-of-Sale Terminal,Thursday,Yes
R733KS12,American Express,Transportation,110178.0,2020-11-12 10:28:34,Delhi,North,60.0,Male,160025.0,94130.07,200000.0,Contactless Payment Device,Thursday,No
Z413PE77,Visa,Retail,90627.0,2020-11-12 13:49:50,Lucknow,North,46.0,Male,132515.0,70559.18,100000.0,Point-of-Sale Terminal,Thursday,No
A427AE48,Mastercard,Online Shopping,38440.0,2020-11-13 09:57:55,Ahmedabad,West,30.0,Female,98371.0,16301.55,100000.0,Unknown,Friday,No
G136HQ38,Visa,Online Shopping,90323.0,2020-11-14 07:03:17,Chennai,South,80.0,Female,288120.0,63381.26,200000.0,Unknown,Saturday,No
H666BG93,American Express,Entertainment,35172.0,2020-11-14 10:27:28,Mumbai,West,23.0,Male,73203.0,32363.88,50000.0,Desktop,Saturday,No
Q462NW58,Mastercard,Retail,94083.0,2020-11-14 10:29:15,Chennai,South,74.0,Female,111819.0,48645.55,100000.0,Mobile,Saturday,No
X893DA45,Mastercard,Transportation,45538.0,2020-11-14 12:50:09,Mumbai,West,65.0,Female,,,50000.0,Contactless Payment Device,Saturday,No
E111BE64,Mastercard,Education,61562.0,2020-11-14 17:55:54,Lucknow,North,76.0,Male,129432.0,72075.98,150000.0,Contactless Payment Device,Saturday,No
I853SK79,RuPay,Healthcare,43748.0,2020-11-14 20:15:40,Mumbai,West,76.0,Male,92354.0,54344.21,100000.0,Contactless Payment Device,Saturday,Yes
P669AQ36,Visa,Online Shopping,73171.0,2020-11-15 11:28:51,Kolkata,East,71.0,Female,213132.0,78600.24,150000.0,Unknown,Sunday,Yes
D410YR80,Mastercard,Utility bill,35907.0,2020-11-16 09:28:53,Mumbai,West,51.0,Male,51007.0,34679.63,50000.0,Desktop,Monday,No
Z268HN94,Mastercard,Entertainment,88212.0,2020-11-17 08:19:17,Patna,East,,Male,162499.0,57656.49,200000.0,Mobile,Tuesday,No
N164GG85,Visa,Online Shopping,186046.0,2020-11-17 09:48:18,Pune,West,51.0,Male,254000.0,153799.39,200000.0,Contactless Payment Device,Tuesday,No
U478HG40,Visa,Dining,61108.0,2020-11-18 00:22:53,Chennai,South,61.0,Female,155941.0,26400.93,200000.0,Unknown,Wednesday,No
K997SI98,RuPay,Dining,33526.0,2020-11-18 00:34:44,Bengaluru,South,52.0,Male,73820.0,42669.45,50000.0,Unknown,Wednesday,Yes
M474TK22,Mastercard,Education,47129.0,2020-11-18 13:40:15,Surat,West,69.0,Male,136500.0,37457.31,100000.0,Desktop,Wednesday,No
M908NG48,Visa,Retail,112329.0,2020-11-19 02:19:41,Kochi,South,22.0,Male,196232.0,99997.74,200000.0,Desktop,Thursday,Yes
C603IS51,Mastercard,Online Shopping,83542.0,2020-11-19 11:06:02,Pune,West,49.0,Male,78265.0,57302.93,100000.0,Unknown,Thursday,No
C216MB48,,Utility bill,43161.0,2020-11-19 14:35:53,Chennai,South,63.0,Female,94502.0,55300.06,100000.0,Desktop,Thursday,No
J274GU75,RuPay,Healthcare,35144.0,2020-11-20 09:28:12,Surat,West,72.0,Male,91074.0,41998.45,100000.0,Mobile,Friday,Yes
K456SJ35,RuPay,Education,113164.0,2020-11-20 09:29:27,Delhi,North,19.0,Female,209080.0,51837.18,200000.0,Contactless Payment Device,Friday,No
A280MY99,Mastercard,Healthcare,42988.0,2020-11-20 16:35:33,Kochi,South,55.0,,59401.0,37622.63,50000.0,Contactless Payment Device,Friday,No
M723GV85,Visa,Retail,52378.0,2020-11-20 17:45:50,Kolkata,East,44.0,Male,81937.0,35309.9,100000.0,Point-of-Sale Terminal,Friday,Yes
H726KL95,Mastercard,Retail,74874.0,2020-11-21 02:30:36,Jaipur,North,60.0,Male,226257.0,63051.68,200000.0,Contactless Payment Device,Saturday,No
G990RK13,RuPay,Education,129387.0,2020-11-21 15:47:47,Bengaluru,South,79.0,Male,217291.0,140802.41,150000.0,Contactless Payment Device,Saturday,Yes
X667EF33,Mastercard,Online Shopping,132683.0,2020-11-21 16:05:48,Kolkata,East,72.0,Male,109311.0,,150000.0,Mobile,Saturday,Yes
G144CC87,Visa,Online Shopping,37670.0,2020-11-21 19:50:04,Kolkata,East,43.0,Male,63401.0,28430.3,50000.0,Desktop,Saturday,No
V635HN67,Mastercard,Online Shopping,84389.0,2020-11-21 20:06:37,Chennai,South,30.0,Female,274755.0,100004.16,200000.0,,Saturday,No
A629QJ81,Mastercard,Dining,47800.0,2020-11-21 21:21:33,Bengaluru,South,74.0,Female,44429.0,33483.39,50000.0,Desktop,Saturday,No
H780PS49,Visa,Online Shopping,31810.0,2020-11-22 00:41:47,Hyderabad,South,30.0,Female,142418.0,41964.5,100000.0,Desktop,Sunday,No
I374WX71,Visa,Transportation,69488.0,2020-11-22 03:11:55,Bengaluru,South,30.0,Female,121726.0,37069.69,100000.0,Desktop,Sunday,No
Y259JI72,RuPay,Healthcare,60374.0,2020-11-22 04:13:29,Mumbai,West,45.0,Male,207510.0,52154.93,150000.0,Desktop,Sunday,No
E299DC87,RuPay,Dining,47601.0,2020-11-22 04:49:10,Ahmedabad,West,59.0,Male,50515.0,36985.29,50000.0,Point-of-Sale Terminal,Sunday,Yes
I967JU54,Mastercard,Utility bill,120084.0,2020-11-23 01:55:12,Delhi,North,50.0,Female,106015.0,67827.56,150000.0,Mobile,Monday,No
W345TL80,Visa,Retail,34677.0,2020-11-24 11:46:45,Ahmedabad,West,48.0,Male,72031.0,29397.98,50000.0,Mobile,Tuesday,No
A112MP31,RuPay,Utility bill,48230.0,2020-11-25 16:17:27,Mumbai,West,67.0,Male,65845.0,25192.44,50000.0,Unknown,Wednesday,No
D166TB22,American Express,Retail,122799.0,2020-11-25 23:00:53,Hyderabad,South,19.0,Male,184566.0,85279.5,150000.0,Desktop,Wednesday,No
N134KH93,Visa,Dining,50939.0,2020-11-26 03:28:12,Lucknow,North,75.0,Male,292906.0,65841.66,200000.0,Contactless Payment Device,Thursday,No
N589KC77,Mastercard,Entertainment,34610.0,2020-11-26 05:37:42,Ahmedabad,West,44.0,Male,83869.0,38825.18,100000.0,Contactless Payment Device,Thursday,No
W789TJ58,Mastercard,Retail,49146.0,2020-11-26 09:54:07,Hyderabad,South,62.0,Male,58694.0,20564.37,50000.0,Unknown,Thursday,No
R521ZZ19,Visa,Healthcare,81986.0,2020-11-26 13:53:04,Delhi,North,78.0,Female,138486.0,70230.6,100000.0,Point-of-Sale Terminal,Thursday,No
G698JF70,Visa,Utility bill,44715.0,2020-11-26 20:58:05,Bengaluru,South,42.0,Female,69754.0,45535.09,50000.0,Desktop,Thursday,No
K381FZ13,Visa,Education,87759.0,2020-11-26 22:10:08,Patna,East,53.0,Female,82568.0,66977.93,100000.0,Unknown,Thursday,Yes
I662QT34,Visa,Utility bill,67546.0,2020-11-27 02:35:57,Hyderabad,South,30.0,Male,137994.0,,100000.0,Unknown,Friday,No
A374RG89,Mastercard,Education,34726.0,2020-11-27 09:51:28,Ahmedabad,West,56.0,Male,224471.0,42595.29,150000.0,Unknown,Friday,No
Q314OM47,Visa,Dining,94131.0,2020-11-27 23:09:18,Jaipur,North,44.0,Female,116086.0,92023.49,100000.0,Desktop,Friday,No
R147NG55,Mastercard,Healthcare,105691.0,2020-11-28 12:30:28,Kolkata,East,74.0,Female,155366.0,145141.32,200000.0,Unknown,Saturday,No
N271CX48,RuPay,Retail,112846.0,2020-11-28 16:07:55,Ahmedabad,West,59.0,Male,277015.0,112420.69,200000.0,Desktop,Saturday,No
D366TS87,RuPay,Retail,84319.0,2020-11-29 00:23:41,Mumbai,West,56.0,Male,144872.0,76490.87,100000.0,Contactless Payment Device,Sunday,No
X586YB57,RuPay,Dining,92889.0,2020-11-29 15:44:11,Hyderabad,South,53.0,Male,91195.0,99953.42,100000.0,Point-of-Sale Terminal,Sunday,No
Z464EC90,Mastercard,Education,65562.0,2020-11-29 20:29:06,Delhi,North,58.0,Male,75430.0,37334.79,100000.0,Point-of-Sale Terminal,Sunday,Yes
A617HI84,RuPay,Education,38269.0,2020-11-30 00:25:57,Bengaluru,South,61.0,Female,238029.0,44208.05,200000.0,Contactless Payment Device,Monday,No
V804MT56,RuPay,Retail,45798.0,2020-11-30 00:35:04,Bengaluru,South,66.0,Female,63403.0,34048.07,50000.0,Point-of-Sale Terminal,Monday,No
X817SL66,Mastercard,Transportation,69189.0,2020-11-30 11:22:09,Ahmedabad,West,75.0,Male,157119.0,57393.46,150000.0,Mobile,Monday,No
O299CY29,Mastercard,Retail,85962.0,2020-12-01 03:41:47,Bengaluru,South,66.0,Female,145620.0,94720.66,100000.0,Unknown,Tuesday,No
P278MF96,American Express,Entertainment,49647.0,2020-12-01 10:14:02,Kolkata,East,21.0,Male,72432.0,47981.05,50000.0,Point-of-Sale Terminal,Tuesday,Yes
O562BQ47,American Express,Retail,139454.0,2020-12-01 16:33:07,Surat,West,30.0,Female,184483.0,139626.37,150000.0,Unknown,Tuesday,Yes
S910SJ94,Mastercard,Transportation,142016.0,2020-12-01 17:13:49,Ahmedabad,West,28.0,Female,158639.0,99437.05,150000.0,Contactless Payment Device,Tuesday,No
E949CB20,Mastercard,Entertainment,30000.0,2020-12-01 21:44:32,Chennai,South,53.0,Male,125060.0,33207.48,100000.0,Mobile,Tuesday,No
M571KJ47,Visa,Education,87423.0,2020-12-02 17:06:22,Chennai,South,79.0,Female,111382.0,71356.37,100000.0,Unknown,Wednesday,No
A785FU21,Mastercard,Healthcare,48913.0,2020-12-03 07:33:21,Pune,West,37.0,Female,56961.0,20222.79,50000.0,Desktop,Thursday,Yes
E512DA23,Visa,Retail,83630.0,2020-12-03 11:19:45,Ahmedabad,West,21.0,Male,132771.0,55017.67,100000.0,Mobile,Thursday,No
W690DL57,RuPay,Education,86753.0,2020-12-03 14:37:28,Surat,West,47.0,Female,,,100000.0,Desktop,Thursday,No
N839CF52,RuPay,Education,33645.0,2020-12-03 14:59:37,Surat,West,42.0,Male,65441.0,26865.28,50000.0,Contactless Payment Device,Thursday,No
U887JY56,Visa,Education,43569.0,2020-12-04 02:08:24,Bengaluru,South,45.0,Male,77505.0,,100000.0,Mobile,Friday,No
V372VE30,Visa,Retail,61668.0,2020-12-04 13:34:44,Lucknow,North,18.0,Male,109749.0,26628.53,100000.0,Mobile,Friday,No
R997OJ26,Visa,Healthcare,135551.0,2020-12-04 14:21:53,Kochi,South,68.0,Male,172635.0,140449.34,150000.0,Desktop,Friday,No
I562DD26,Visa,Transportation,43976.0,2020-12-04 20:05:50,Pune,West,74.0,Male,126866.0,51199.13,100000.0,Unknown,Friday,No
V838GZ30,Mastercard,Online Shopping,30317.0,2020-12-05 04:38:03,Mumbai,West,38.0,Male,60083.0,37098.08,50000.0,Desktop,Saturday,No
I852CX86,Mastercard,Healthcare,71647.0,2020-12-05 05:10:51,Delhi,North,42.0,Female,133281.0,33973.05,100000.0,Mobile,Saturday,No
F912BQ97,Visa,Dining,43527.0,2020-12-05 05:17:47,Hyderabad,South,44.0,Male,74972.0,40166.36,50000.0,Point-of-Sale Terminal,Saturday,Yes
F744DO31,Visa,Online Shopping,121624.0,2020-12-05 12:56:02,Bengaluru,South,61.0,Male,190570.0,74567.78,200000.0,Contactless Payment Device,Saturday,No
